cmb_cat,cmb_nutr,cmb_func,cmb_pill
vm,ac,23,06099
vm,ac,03,06099
vm,ab,01,06099
vm,ab,23,06099
vm,ab,03,06099
vm,al,01,06099
vm,al,23,06099
vm,al,03,06099
vm,ae,01,06099
vm,ae,23,06099
vm,ae,03,06099
vm,ac,01,06100
vm,ac,22,06100
vm,ai,01,06100
vm,ai,22,06100
vm,al,01,06100
vm,al,22,06100
vm,ac,01,06101
vm,ab,01,06101
vm,ai,01,06101
vm,al,01,06101
vm,ae,01,06101
vm,ac,01,06102
vm,ab,01,06102
vm,al,01,06102
vm,ac,01,06103
vm,ab,01,06103
vm,al,01,06103
vm,ac,01,06104
vm,ai,01,06104
vm,al,01,06104
vm,ae,01,06104
vm,ac,01,06105
vm,ab,01,06105
vm,ai,01,06105
vm,al,01,06105
vm,ae,01,06105
vm,ac,01,06106
vm,ab,01,06106
vm,al,01,06106
vm,ac,01,06107
vm,ab,01,06107
vm,ai,01,06107
vm,al,01,06107
vm,ae,01,06107
vm,ac,01,06108
vm,ab,01,06108
vm,al,01,06108
vm,ac,01,06109
vm,ab,01,06109
vm,ai,01,06109
vm,al,01,06109
vm,ae,01,06109
fs,ac,02,06110
fs,ac,05,06110
fs,ac,20,06110
fs,az,02,06110
fs,az,05,06110
fs,az,20,06110
vm,ac,02,06110
vm,ac,05,06110
vm,ac,20,06110
vm,az,02,06110
vm,az,05,06110
vm,az,20,06110
vm,ac,01,06111
vm,ab,01,06111
vm,ae,01,06111
vm,ac,01,06112
vm,ai,01,06112
vm,al,01,06112
vm,ac,01,06113
vm,ac,09,06113
vm,ac,02,06114
vm,ac,05,06114
vm,ac,20,06114
vm,ac,01,06115
vm,al,01,06115
vm,ac,01,06116
vm,al,01,06116
vm,ac,01,06117
vm,ab,01,06117
vm,ai,01,06117
vm,al,01,06117
vm,ae,01,06117
vm,ac,01,06118
vm,ai,01,06118
vm,ac,01,06119
vm,ai,01,06119
vm,al,01,06119
vm,ae,01,06119
vm,ac,01,06120
vm,ai,01,06120
vm,ae,01,06120
vm,ac,01,06121
vm,ab,01,06121
vm,ae,01,06121
vm,ac,01,06122
vm,ab,01,06122
vm,al,01,06122
vm,ac,01,06123
vm,ab,01,06123
vm,ai,01,06123
vm,al,01,06123
vm,ae,01,06123
vm,ac,01,06124
vm,al,01,06124
vm,ae,01,06124
fs,ac,18,06125
fs,ac,02,06125
fs,ac,05,06125
fs,ad,18,06125
fs,ad,02,06125
fs,ad,05,06125
fs,ar,18,06125
fs,ar,02,06125
fs,ar,05,06125
fs,az,18,06125
fs,az,02,06125
fs,az,05,06125
fs,cd,18,06125
fs,cd,02,06125
fs,cd,05,06125
nf,ac,18,06125
nf,ac,02,06125
nf,ac,05,06125
nf,ad,18,06125
nf,ad,02,06125
nf,ad,05,06125
nf,ar,18,06125
nf,ar,02,06125
nf,ar,05,06125
nf,az,18,06125
nf,az,02,06125
nf,az,05,06125
nf,cd,18,06125
nf,cd,02,06125
nf,cd,05,06125
vm,ac,18,06125
vm,ac,02,06125
vm,ac,05,06125
vm,ad,18,06125
vm,ad,02,06125
vm,ad,05,06125
vm,ar,18,06125
vm,ar,02,06125
vm,ar,05,06125
vm,az,18,06125
vm,az,02,06125
vm,az,05,06125
vm,cd,18,06125
vm,cd,02,06125
vm,cd,05,06125
vm,ac,01,06126
vm,ac,20,06126
vm,ai,01,06126
vm,ai,20,06126
vm,al,01,06126
vm,al,20,06126
vm,ae,01,06126
vm,ae,20,06126
vm,ac,12,06127
vm,ac,02,06127
vm,ac,11,06127
vm,ad,12,06127
vm,ad,02,06127
vm,ad,11,06127
vm,ah,12,06127
vm,ah,02,06127
vm,ah,11,06127
vm,bd,12,06127
vm,bd,02,06127
vm,bd,11,06127
vm,ac,02,06128
vm,ac,01,06129
vm,ab,01,06129
vm,ai,01,06129
vm,al,01,06129
vm,ae,01,06129
vm,ac,01,06130
vm,ac,22,06130
vm,al,01,06130
vm,al,22,06130
vm,ae,01,06130
vm,ae,22,06130
vm,ac,01,06131
vm,ab,01,06131
vm,ai,01,06131
vm,al,01,06131
vm,ae,01,06131
nf,ac,04,06132
nf,ac,10,06132
nf,ac,05,06132
nf,ab,04,06132
nf,ab,10,06132
nf,ab,05,06132
nf,ai,04,06132
nf,ai,10,06132
nf,ai,05,06132
nf,ad,04,06132
nf,ad,10,06132
nf,ad,05,06132
nf,ar,04,06132
nf,ar,10,06132
nf,ar,05,06132
nf,cd,04,06132
nf,cd,10,06132
nf,cd,05,06132
nf,ak,04,06132
nf,ak,10,06132
nf,ak,05,06132
vm,ac,04,06132
vm,ac,10,06132
vm,ac,05,06132
vm,ab,04,06132
vm,ab,10,06132
vm,ab,05,06132
vm,ai,04,06132
vm,ai,10,06132
vm,ai,05,06132
vm,ad,04,06132
vm,ad,10,06132
vm,ad,05,06132
vm,ar,04,06132
vm,ar,10,06132
vm,ar,05,06132
vm,cd,04,06132
vm,cd,10,06132
vm,cd,05,06132
vm,ak,04,06132
vm,ak,10,06132
vm,ak,05,06132
vm,ac,01,06133
vm,ac,01,06134
vm,ab,01,06134
vm,ai,01,06134
nf,ac,02,06135
nf,ac,18,06135
nf,ac,20,06135
nf,ad,02,06135
nf,ad,18,06135
nf,ad,20,06135
nf,bx,02,06135
nf,bx,18,06135
nf,bx,20,06135
vm,ac,02,06135
vm,ac,18,06135
vm,ac,20,06135
vm,ad,02,06135
vm,ad,18,06135
vm,ad,20,06135
vm,bx,02,06135
vm,bx,18,06135
vm,bx,20,06135
vm,ac,01,06136
vm,ab,01,06136
vm,ai,01,06136
vm,al,01,06136
vm,ac,12,06137
vm,ac,05,06137
vm,ac,01,06138
vm,ai,01,06138
vm,ac,01,06139
vm,ac,04,06140
vm,aa,04,06140
vm,ad,04,06140
vm,ah,04,06140
vm,ac,01,06141
vm,ab,01,06141
vm,ac,02,06142
vm,ac,01,06143
vm,ac,07,06144
ph,ac,12,06145
ph,ac,09,06145
ph,ah,12,06145
ph,ah,09,06145
ph,bu,12,06145
ph,bu,09,06145
vm,ac,12,06145
vm,ac,09,06145
vm,ah,12,06145
vm,ah,09,06145
vm,bu,12,06145
vm,bu,09,06145
vm,ac,02,06146
vm,ad,02,06146
vm,ah,02,06146
vm,ac,01,06147
vm,ac,02,06148
vm,ac,05,06148
vm,ac,20,06148
vm,ar,02,06148
vm,ar,05,06148
vm,ar,20,06148
vm,bd,02,06148
vm,bd,05,06148
vm,bd,20,06148
vm,ak,02,06148
vm,ak,05,06148
vm,ak,20,06148
vm,ac,01,06149
vm,ac,22,06149
vm,ac,01,06150
vm,ae,01,06150
vm,ac,12,06151
vm,ac,01,06151
vm,ai,12,06151
vm,ai,01,06151
vm,ae,12,06151
vm,ae,01,06151
vm,ac,01,06152
vm,ac,01,06153
vm,ac,09,06154
vm,ac,05,06154
vm,ac,20,06154
vm,ad,09,06154
vm,ad,05,06154
vm,ad,20,06154
vm,ac,01,06155
vm,ab,01,06155
vm,ai,01,06155
nf,ac,04,06156
nf,ab,04,06156
nf,ai,04,06156
nf,al,04,06156
nf,aa,04,06156
nf,cf,04,06156
vm,ac,04,06156
vm,ab,04,06156
vm,ai,04,06156
vm,al,04,06156
vm,aa,04,06156
vm,cf,04,06156
fm,ac,10,06157
fm,ac,16,06157
fm,ac,05,06157
fm,ah,10,06157
fm,ah,16,06157
fm,ah,05,06157
fm,ar,10,06157
fm,ar,16,06157
fm,ar,05,06157
fm,bd,10,06157
fm,bd,16,06157
fm,bd,05,06157
fm,bt,10,06157
fm,bt,16,06157
fm,bt,05,06157
vm,ac,10,06157
vm,ac,16,06157
vm,ac,05,06157
vm,ah,10,06157
vm,ah,16,06157
vm,ah,05,06157
vm,ar,10,06157
vm,ar,16,06157
vm,ar,05,06157
vm,bd,10,06157
vm,bd,16,06157
vm,bd,05,06157
vm,bt,10,06157
vm,bt,16,06157
vm,bt,05,06157
vm,ac,06,06158
vm,ab,06,06158
vm,ai,06,06158
vm,al,06,06158
vm,ar,06,06158
vm,ac,18,06159
vm,ac,02,06159
vm,ac,20,06159
vm,ad,18,06159
vm,ad,02,06159
vm,ad,20,06159
vm,ac,01,06160
vm,al,01,06160
vm,ac,14,06161
vm,ah,14,06161
vm,ap,14,06161
vm,ar,14,06161
vm,ac,12,06162
vm,ac,02,06162
vm,ac,18,06162
vm,ac,05,06162
vm,ad,12,06162
vm,ad,02,06162
vm,ad,18,06162
vm,ad,05,06162
vm,ag,12,06162
vm,ag,02,06162
vm,ag,18,06162
vm,ag,05,06162
vm,ac,01,06163
vm,ac,13,06163
vm,ac,02,06164
vm,al,02,06164
vm,ah,02,06164
vm,ac,01,06165
vm,ab,01,06165
vm,al,01,06165
nf,ac,02,06166
nf,ac,18,06166
nf,ac,05,06166
nf,aa,02,06166
nf,aa,18,06166
nf,aa,05,06166
nf,by,02,06166
nf,by,18,06166
nf,by,05,06166
nf,cd,02,06166
nf,cd,18,06166
nf,cd,05,06166
ph,ac,02,06166
ph,ac,18,06166
ph,ac,05,06166
ph,aa,02,06166
ph,aa,18,06166
ph,aa,05,06166
ph,by,02,06166
ph,by,18,06166
ph,by,05,06166
ph,cd,02,06166
ph,cd,18,06166
ph,cd,05,06166
vm,ac,02,06166
vm,ac,18,06166
vm,ac,05,06166
vm,aa,02,06166
vm,aa,18,06166
vm,aa,05,06166
vm,by,02,06166
vm,by,18,06166
vm,by,05,06166
vm,cd,02,06166
vm,cd,18,06166
vm,cd,05,06166
vm,ac,01,06167
vm,al,01,06167
vm,ac,01,06168
vm,ab,01,06168
vm,ai,01,06168
vm,ac,01,06169
vm,ac,01,06170
vm,ab,01,06170
vm,ai,01,06170
vm,al,01,06170
vm,ae,01,06170
vm,ac,01,06171
vm,ab,01,06171
vm,al,01,06171
vm,ac,01,06172
vm,ab,01,06172
vm,ae,01,06172
nf,ac,03,06173
nf,ae,03,06173
nf,ad,03,06173
nf,bs,03,06173
vm,ac,03,06173
vm,ae,03,06173
vm,ad,03,06173
vm,bs,03,06173
vm,ac,01,06174
vm,ai,01,06174
vm,ac,01,06175
vm,ac,25,06175
vm,ac,20,06175
vm,al,01,06175
vm,al,25,06175
vm,al,20,06175
vm,ac,01,06176
vm,ac,23,06176
vm,ab,01,06176
vm,ab,23,06176
vm,ac,01,06177
vm,ac,01,06178
vm,ai,01,06178
vm,al,01,06178
vm,ac,01,06179
vm,ai,01,06179
vm,al,01,06179
vm,ac,01,06180
vm,ab,01,06180
vm,al,01,06180
vm,ae,01,06180
vm,ac,01,06181
vm,ai,01,06181
vm,al,01,06181
vm,ac,02,06182
vm,al,02,06182
vm,ae,02,06182
vm,ah,02,06182
vm,ap,02,06182
vm,af,02,06182
vm,ac,01,06183
vm,ai,01,06183
nf,ac,02,06184
nf,aa,02,06184
nf,ah,02,06184
nf,bx,02,06184
nf,ar,02,06184
vm,ac,02,06184
vm,aa,02,06184
vm,ah,02,06184
vm,bx,02,06184
vm,ar,02,06184
vm,ac,15,06185
vm,ac,01,06185
vm,ab,15,06185
vm,ab,01,06185
vm,ai,15,06185
vm,ai,01,06185
vm,al,15,06185
vm,al,01,06185
vm,ae,15,06185
vm,ae,01,06185
vm,ac,01,06186
vm,ab,01,06186
vm,al,01,06186
vm,ae,01,06186
vm,ac,12,06187
vm,ac,01,06187
vm,ac,16,06187
vm,ab,12,06187
vm,ab,01,06187
vm,ab,16,06187
vm,ai,12,06187
vm,ai,01,06187
vm,ai,16,06187
vm,al,12,06187
vm,al,01,06187
vm,al,16,06187
vm,ae,12,06187
vm,ae,01,06187
vm,ae,16,06187
vm,ac,01,06188
vm,ai,01,06188
vm,al,01,06188
vm,ae,01,06188
vm,ac,01,06189
vm,ai,01,06189
vm,ae,01,06189
vm,ac,02,06190
vm,ac,01,06191
vm,al,01,06191
vm,ac,01,06192
vm,ab,01,06192
vm,ae,01,06192
vm,ac,01,06193
vm,ac,01,06194
vm,ab,01,06194
vm,ai,01,06194
vm,ae,01,06194
vm,ac,01,06195
vm,al,01,06195
vm,ac,01,06196
vm,al,01,06196
vm,ac,01,06197
vm,ac,02,06198
vm,ac,02,06199
vm,ap,02,06199
ph,ac,12,06200
ph,ac,09,06200
ph,al,12,06200
ph,al,09,06200
ph,ad,12,06200
ph,ad,09,06200
ph,ar,12,06200
ph,ar,09,06200
ph,ak,12,06200
ph,ak,09,06200
ph,bu,12,06200
ph,bu,09,06200
vm,ac,12,06200
vm,ac,09,06200
vm,al,12,06200
vm,al,09,06200
vm,ad,12,06200
vm,ad,09,06200
vm,ar,12,06200
vm,ar,09,06200
vm,ak,12,06200
vm,ak,09,06200
vm,bu,12,06200
vm,bu,09,06200
vm,ac,01,06201
vm,ac,22,06201
vm,ab,01,06201
vm,ab,22,06201
vm,al,01,06201
vm,al,22,06201
vm,ae,01,06201
vm,ae,22,06201
vm,ac,01,06202
vm,ab,01,06202
vm,ai,01,06202
vm,al,01,06202
fs,ac,02,06203
fs,ac,05,06203
fs,ac,20,06203
fs,ah,02,06203
fs,ah,05,06203
fs,ah,20,06203
fs,az,02,06203
fs,az,05,06203
fs,az,20,06203
vm,ac,02,06203
vm,ac,05,06203
vm,ac,20,06203
vm,ah,02,06203
vm,ah,05,06203
vm,ah,20,06203
vm,az,02,06203
vm,az,05,06203
vm,az,20,06203
vm,ac,01,06204
vm,ab,01,06204
vm,al,01,06204
vm,ac,01,06205
vm,ab,01,06205
vm,ai,01,06205
vm,al,01,06205
vm,ae,01,06205
vm,ac,01,06206
vm,ab,01,06206
vm,ac,01,06207
vm,ai,01,06207
vm,al,01,06207
vm,ac,01,06208
vm,ab,01,06208
vm,ai,01,06208
vm,ae,01,06208
vm,ac,01,06209
vm,ac,01,06210
vm,al,01,06210
vm,ae,01,06210
vm,ac,01,06211
vm,ai,01,06211
vm,al,01,06211
vm,ac,01,06212
vm,ai,01,06212
vm,ae,01,06212
fs,ac,02,06213
fs,ah,02,06213
fs,by,02,06213
fs,bx,02,06213
fs,az,02,06213
fs,bv,02,06213
nf,ac,02,06213
nf,ah,02,06213
nf,by,02,06213
nf,bx,02,06213
nf,az,02,06213
nf,bv,02,06213
ph,ac,02,06213
ph,ah,02,06213
ph,by,02,06213
ph,bx,02,06213
ph,az,02,06213
ph,bv,02,06213
vm,ac,02,06213
vm,ah,02,06213
vm,by,02,06213
vm,bx,02,06213
vm,az,02,06213
vm,bv,02,06213
vm,ac,01,06214
vm,ai,01,06214
vm,ac,01,06215
vm,al,01,06215
vm,ae,01,06215
vm,ac,01,06216
vm,ai,01,06216
vm,ae,01,06216
vm,ac,01,06217
vm,ab,01,06217
vm,ac,01,06218
vm,ab,01,06218
vm,ai,01,06218
vm,ae,01,06218
vm,ac,01,06219
vm,ai,01,06219
vm,ae,01,06219
vm,ac,01,06220
vm,ab,01,06220
vm,ai,01,06220
vm,ae,01,06220
vm,ac,01,06221
vm,ab,01,06221
vm,ai,01,06221
vm,al,01,06221
vm,ae,01,06221
vm,ac,09,06222
vm,ab,09,06222
vm,aa,09,06222
vm,ad,09,06222
vm,ar,09,06222
vm,af,09,06222
vm,ac,03,06223
vm,aa,03,06223
vm,ac,02,06224
vm,ah,02,06224
vm,ar,02,06224
vm,ac,01,06225
vm,ae,01,06225
vm,ac,01,06226
vm,ab,01,06226
vm,ae,01,06226
vm,ac,01,06227
vm,ab,01,06227
vm,al,01,06227
vm,ac,01,06228
vm,ab,01,06228
vm,ai,01,06228
vm,ac,02,06229
vm,ac,12,06230
vm,ac,02,06230
vm,ah,12,06230
vm,ah,02,06230
vm,ac,01,06231
vm,ac,01,06232
vm,ai,01,06232
ph,ac,02,06233
ph,al,02,06233
ph,by,02,06233
vm,ac,02,06233
vm,al,02,06233
vm,by,02,06233
vm,ac,02,06234
vm,ac,01,06234
vm,ab,02,06234
vm,ab,01,06234
vm,al,02,06234
vm,al,01,06234
vm,ae,02,06234
vm,ae,01,06234
vm,ac,01,06235
vm,ai,01,06235
vm,ac,01,06236
vm,ac,09,06236
vm,ab,01,06236
vm,ab,09,06236
vm,ac,01,06237
vm,ac,23,06237
vm,al,01,06237
vm,al,23,06237
vm,ae,01,06237
vm,ae,23,06237
vm,ac,02,06238
vm,ad,02,06238
vm,ar,02,06238
vm,ac,01,06239
vm,ab,01,06239
vm,ai,01,06239
vm,al,01,06239
vm,ac,01,06240
vm,ae,01,06240
vm,ac,01,06241
vm,ab,01,06241
vm,ai,01,06241
vm,al,01,06241
vm,ac,01,06242
vm,ab,01,06242
vm,al,01,06242
nf,ac,02,06243
nf,ah,02,06243
nf,bx,02,06243
vm,ac,02,06243
vm,ah,02,06243
vm,bx,02,06243
vm,ac,01,06244
vm,ab,01,06244
vm,ai,01,06244
vm,al,01,06244
vm,ae,01,06244
nf,ac,03,06245
nf,bs,03,06245
vm,ac,03,06245
vm,bs,03,06245
fs,ac,02,06246
fs,ac,05,06246
fs,ac,20,06246
fs,az,02,06246
fs,az,05,06246
fs,az,20,06246
vm,ac,02,06246
vm,ac,05,06246
vm,ac,20,06246
vm,az,02,06246
vm,az,05,06246
vm,az,20,06246
vm,ac,15,06247
vm,ac,01,06247
vm,ab,15,06247
vm,ab,01,06247
vm,al,15,06247
vm,al,01,06247
vm,ac,01,06248
vm,ab,01,06248
vm,al,01,06248
vm,ae,01,06248
vm,ac,02,06249
vm,ac,01,06250
vm,ab,01,06250
vm,al,01,06250
vm,ae,01,06250
vm,ac,01,06251
vm,ai,01,06251
vm,al,01,06251
vm,ae,01,06251
vm,ac,01,06252
vm,ab,01,06252
vm,ai,01,06252
vm,ae,01,06252
fm,ac,09,06253
fm,ah,09,06253
fm,ar,09,06253
fm,ba,09,06253
vm,ac,09,06253
vm,ah,09,06253
vm,ar,09,06253
vm,ba,09,06253
vm,ac,01,06254
vm,ac,09,06254
vm,ab,01,06254
vm,ab,09,06254
vm,ai,01,06254
vm,ai,09,06254
vm,al,01,06254
vm,al,09,06254
vm,ae,01,06254
vm,ae,09,06254
vm,ac,01,06255
vm,ae,01,06255
vm,ac,01,06256
vm,ai,01,06256
vm,ac,01,06257
vm,ab,01,06257
vm,ai,01,06257
vm,ae,01,06257
vm,ac,01,06258
vm,ab,01,06258
vm,ae,01,06258
vm,ac,01,06259
vm,ac,14,06259
vm,ai,01,06259
vm,ai,14,06259
vm,ae,01,06259
vm,ae,14,06259
vm,ac,01,06260
vm,ac,13,06260
vm,ab,01,06260
vm,ab,13,06260
vm,al,01,06260
vm,al,13,06260
vm,ac,15,06261
vm,ac,01,06261
vm,ab,15,06261
vm,ab,01,06261
vm,ac,01,06262
vm,al,01,06262
fs,ac,02,06263
fs,ac,05,06263
fs,ac,20,06263
fs,ad,02,06263
fs,ad,05,06263
fs,ad,20,06263
fs,ah,02,06263
fs,ah,05,06263
fs,ah,20,06263
fs,az,02,06263
fs,az,05,06263
fs,az,20,06263
vm,ac,02,06263
vm,ac,05,06263
vm,ac,20,06263
vm,ad,02,06263
vm,ad,05,06263
vm,ad,20,06263
vm,ah,02,06263
vm,ah,05,06263
vm,ah,20,06263
vm,az,02,06263
vm,az,05,06263
vm,az,20,06263
vm,ac,01,06264
vm,ac,22,06264
vm,ab,01,06264
vm,ab,22,06264
vm,ai,01,06264
vm,ai,22,06264
vm,al,01,06264
vm,al,22,06264
fs,ac,02,06265
fs,ac,09,06265
fs,ac,22,06265
fs,ad,02,06265
fs,ad,09,06265
fs,ad,22,06265
fs,ah,02,06265
fs,ah,09,06265
fs,ah,22,06265
fs,az,02,06265
fs,az,09,06265
fs,az,22,06265
vm,ac,02,06265
vm,ac,09,06265
vm,ac,22,06265
vm,ad,02,06265
vm,ad,09,06265
vm,ad,22,06265
vm,ah,02,06265
vm,ah,09,06265
vm,ah,22,06265
vm,az,02,06265
vm,az,09,06265
vm,az,22,06265
vm,ac,02,06266
nf,ac,12,06267
nf,ac,02,06267
nf,bv,12,06267
nf,bv,02,06267
vm,ac,12,06267
vm,ac,02,06267
vm,bv,12,06267
vm,bv,02,06267
vm,ac,12,06268
vm,ac,01,06268
vm,aa,12,06268
vm,aa,01,06268
vm,ah,12,06268
vm,ah,01,06268
vm,ap,12,06268
vm,ap,01,06268
vm,bd,12,06268
vm,bd,01,06268
vm,ac,01,06269
vm,ai,01,06269
vm,al,01,06269
vm,ae,01,06269
vm,ac,01,06270
vm,ac,22,06270
vm,ab,01,06270
vm,ab,22,06270
vm,ae,01,06270
vm,ae,22,06270
nf,ac,03,06271
nf,bs,03,06271
vm,ac,03,06271
vm,bs,03,06271
vm,ac,18,06272
vm,ac,01,06272
vm,ac,09,06272
vm,al,18,06272
vm,al,01,06272
vm,al,09,06272
vm,ac,12,06273
vm,ac,01,06273
vm,ac,01,06274
vm,ac,22,06274
vm,ai,01,06274
vm,ai,22,06274
vm,al,01,06274
vm,al,22,06274
vm,ac,01,06275
vm,ab,01,06275
vm,ai,01,06275
vm,ac,01,06276
vm,ac,04,06276
vm,ab,01,06276
vm,ab,04,06276
vm,ai,01,06276
vm,ai,04,06276
vm,ae,01,06276
vm,ae,04,06276
vm,ac,01,06277
vm,ac,13,06277
vm,ab,01,06277
vm,ab,13,06277
vm,ai,01,06277
vm,ai,13,06277
vm,ac,01,06278
vm,ab,01,06278
vm,ai,01,06278
vm,ae,01,06278
vm,ac,01,06279
vm,ab,01,06279
vm,ac,12,06280
vm,ac,16,06280
vm,ab,12,06280
vm,ab,16,06280
vm,aa,12,06280
vm,aa,16,06280
vm,ah,12,06280
vm,ah,16,06280
vm,bd,12,06280
vm,bd,16,06280
vm,ac,01,06281
vm,al,01,06281
vm,ae,01,06281
vm,ac,07,06282
vm,ac,10,06282
vm,aa,07,06282
vm,aa,10,06282
vm,af,07,06282
vm,af,10,06282
vm,db,07,06282
vm,db,10,06282
vm,ac,01,06283
vm,ac,09,06283
vm,ae,01,06283
vm,ae,09,06283
vm,ac,01,06284
vm,ab,01,06284
vm,ai,01,06284
vm,al,01,06284
vm,ae,01,06284
vm,ac,01,06285
vm,ab,01,06285
vm,al,01,06285
vm,ae,01,06285
vm,ac,06,06286
vm,ac,01,06286
vm,ab,06,06286
vm,ab,01,06286
vm,ae,06,06286
vm,ae,01,06286
vm,ac,01,06287
vm,ai,01,06287
vm,al,01,06287
vm,ae,01,06287
vm,ac,01,06288
vm,ab,01,06288
vm,ai,01,06288
vm,al,01,06288
vm,ae,01,06288
vm,ac,01,06289
vm,ab,01,06289
vm,al,01,06289
vm,ae,01,06289
vm,ac,01,06290
vm,ab,01,06290
vm,al,01,06290
vm,ae,01,06290
vm,ac,02,06291
vm,ac,02,06292
vm,ac,01,06293
vm,ab,01,06293
vm,ai,01,06293
vm,ac,01,06294
vm,ac,01,06295
vm,ab,01,06295
vm,al,01,06295
vm,ae,01,06295
vm,ac,01,06296
vm,ac,02,06297
vm,ac,01,06297
vm,ac,02,06298
vm,ac,01,06298
vm,ac,01,06299
vm,ai,01,06299
vm,al,01,06299
vm,ac,01,06300
vm,ac,09,06300
vm,al,01,06300
vm,al,09,06300
vm,ac,02,06301
vm,ab,02,06301
vm,ac,01,06302
vm,ac,01,06303
vm,ai,01,06303
fs,ac,02,06304
fs,ac,18,06304
fs,ac,09,06304
fs,az,02,06304
fs,az,18,06304
fs,az,09,06304
vm,ac,02,06304
vm,ac,18,06304
vm,ac,09,06304
vm,az,02,06304
vm,az,18,06304
vm,az,09,06304
nf,ac,02,06305
nf,bx,02,06305
vm,ac,02,06305
vm,bx,02,06305
vm,ac,08,06306
vm,ac,01,06306
vm,al,08,06306
vm,al,01,06306
vm,ac,12,06307
vm,ah,12,06307
nf,ac,02,06308
nf,bx,02,06308
vm,ac,02,06308
vm,bx,02,06308
vm,ac,01,06309
vm,al,01,06309
vm,ac,01,06310
vm,ai,01,06310
vm,ae,01,06310
vm,ac,01,06311
vm,ab,01,06311
vm,ai,01,06311
vm,ae,01,06311
vm,ac,01,06312
vm,ac,09,06312
vm,ac,22,06312
vm,ab,01,06312
vm,ab,09,06312
vm,ab,22,06312
vm,ae,01,06312
vm,ae,09,06312
vm,ae,22,06312
vm,ac,26,06313
vm,aa,26,06313
vm,ar,26,06313
ph,ac,12,06314
ph,ac,09,06314
ph,bu,12,06314
ph,bu,09,06314
vm,ac,12,06314
vm,ac,09,06314
vm,bu,12,06314
vm,bu,09,06314
vm,ac,07,06315
vm,ac,03,06315
vm,ar,07,06315
vm,ar,03,06315
vm,ac,01,06316
vm,ac,01,06317
vm,ae,01,06317
nf,ac,02,06318
nf,ah,02,06318
nf,ap,02,06318
nf,bv,02,06318
vm,ac,02,06318
vm,ah,02,06318
vm,ap,02,06318
vm,bv,02,06318
vm,ac,01,06319
vm,ac,12,06319
vm,ac,01,06320
vm,ab,01,06320
vm,ae,01,06320
vm,ac,09,06321
vm,ac,17,06321
vm,ab,09,06321
vm,ab,17,06321
vm,ai,09,06321
vm,ai,17,06321
vm,af,09,06321
vm,af,17,06321
vm,au,09,06321
vm,au,17,06321
vm,ao,09,06321
vm,ao,17,06321
vm,ac,01,06322
vm,ai,01,06322
vm,ae,01,06322
vm,ac,01,06323
vm,ac,01,06324
vm,ac,22,06324
vm,ac,04,06325
vm,ab,04,06325
vm,al,04,06325
vm,ae,04,06325
vm,ac,01,06326
vm,ai,01,06326
vm,ac,01,06327
vm,ab,01,06327
vm,al,01,06327
vm,ac,12,06328
vm,bd,12,06328
vm,ac,01,06329
vm,ac,02,06330
ph,ac,12,06331
ph,ac,01,06331
ph,ab,12,06331
ph,ab,01,06331
ph,ae,12,06331
ph,ae,01,06331
ph,bu,12,06331
ph,bu,01,06331
vm,ac,12,06331
vm,ac,01,06331
vm,ab,12,06331
vm,ab,01,06331
vm,ae,12,06331
vm,ae,01,06331
vm,bu,12,06331
vm,bu,01,06331
vm,ac,01,06332
vm,ab,01,06332
vm,ac,01,06333
vm,ac,22,06333
vm,ab,01,06333
vm,ab,22,06333
vm,ai,01,06333
vm,ai,22,06333
vm,ae,01,06333
vm,ae,22,06333
vm,ac,01,06334
vm,ab,01,06334
vm,ac,14,06335
vm,ac,01,06336
vm,ae,01,06336
vm,ac,01,06337
vm,ab,01,06337
vm,al,01,06337
vm,ae,01,06337
vm,ac,01,06338
vm,ab,01,06338
vm,ai,01,06338
vm,ac,06,06339
vm,ab,06,06339
vm,ai,06,06339
vm,aa,06,06339
vm,ar,06,06339
vm,ak,06,06339
vm,ac,02,06340
vm,ac,03,06341
vm,aa,03,06341
vm,ah,03,06341
vm,ar,03,06341
vm,ac,02,06342
vm,ac,01,06343
vm,ac,07,06344
vm,ac,01,06345
vm,ae,01,06345
vm,ac,01,06346
vm,ac,22,06346
vm,ab,01,06346
vm,ab,22,06346
vm,al,01,06346
vm,al,22,06346
vm,ae,01,06346
vm,ae,22,06346
vm,ac,01,06347
vm,ac,02,06348
vm,ah,02,06348
vm,ac,04,06349
vm,ab,04,06349
vm,al,04,06349
vm,ae,04,06349
vm,ap,04,06349
vm,ak,04,06349
vm,ac,25,06350
vm,ab,25,06350
vm,ae,25,06350
vm,aa,25,06350
vm,ar,25,06350
vm,ak,25,06350
vm,ac,01,06351
vm,ac,09,06351
vm,ai,01,06351
vm,ai,09,06351
vm,ac,01,06352
vm,ac,13,06352
vm,ai,01,06352
vm,ai,13,06352
vm,ae,01,06352
vm,ae,13,06352
vm,ac,03,06353
vm,ah,03,06353
vm,ao,03,06353
vm,ac,01,06354
vm,ac,07,06354
vm,ab,01,06354
vm,ab,07,06354
vm,ae,01,06354
vm,ae,07,06354
vm,ac,18,06355
vm,ac,02,06355
vm,ac,20,06355
nf,ac,02,06356
nf,ah,02,06356
nf,bx,02,06356
vm,ac,02,06356
vm,ah,02,06356
vm,bx,02,06356
vm,ac,18,06357
vm,ac,02,06357
vm,ac,05,06357
vm,ac,01,06358
vm,ab,01,06358
vm,ai,01,06358
